lead_id,account_id,email,first_touch_channel,first_touch_session_id,utm_source,utm_medium,campaign,landing_page,lead_score,lead_date,is_mql,converted_to_opp_date
LEAD-001204,ACC-01376,contato1203@monteirocass.com.br,linkedin_ads,SES-00007938,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,41,2023-04-03,0,
LEAD-001205,ACC-00408,contato1204@melo.org.br,paid_search,SES-00134281,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,47,2023-04-03,0,
LEAD-001206,ACC-01416,contato1205@azevedo.org.br,organic_search,SES-00144601,google,organic,(none),/lp/demo-gratis,16,2023-04-03,0,
LEAD-001207,ACC-01632,contato1206@teixeira.com.br,organic_search,SES-00118001,google,organic,(none),/lp/demo-gratis,58,2023-04-03,0,
LEAD-001208,ACC-01345,contato1207@marquessilve.net.br,direct,SES-00084023,(direct),(none),(direct),/lp/comparativo-erp,40,2023-04-03,0,
LEAD-001209,ACC-01866,contato1208@costelacardo.com.br,linkedin_ads,SES-00138233,linkedin,paid_social,linkedin_prospeccao_q2_2023,/lp/comparativo-erp,44,2023-04-03,0,
LEAD-001210,ACC-00662,contato1209@campos.com.br,paid_search,SES-00048238,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,28,2023-04-03,0,
LEAD-001211,ACC-01719,contato1210@teixeiraltda.org.br,direct,SES-00075629,(direct),(none),(not set),/lp/comparativo-erp,21,2023-04-04,0,
LEAD-001212,ACC-00518,contato1211@lopess.a..com.br,paid_search,SES-00012936,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,34,2023-04-04,0,
LEAD-001213,ACC-01893,contato1212@caldeiraefil.net.br,webinar_evento,SES-00094237,webinar,evento,black_friday_2023,/lp/demo-gratis,40,2023-04-04,0,
LEAD-001214,ACC-00615,contato1213@britos.a..org.br,paid_search,SES-00012745,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,26,2023-04-04,0,
LEAD-001215,ACC-00903,contato1214@damota.com.br,organic_search,SES-00099896,google,organic,(none),/lp/demo-gratis,37,2023-04-04,0,
LEAD-001216,ACC-01728,contato1215@duarte-me.net.br,meta_ads,SES-00073314,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,23,2023-04-04,0,
LEAD-001217,ACC-00315,contato1216@freitasrocha.org.br,linkedin_ads,SES-00009970,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,25,2023-04-04,0,
LEAD-001218,ACC-00301,contato1217@jesus.com.br,organic_search,SES-00007873,google,organic,(none),/lp/demo-gratis,17,2023-04-04,0,
LEAD-001219,ACC-01615,contato1218@dapazsilveir.com.br,organic_search,SES-00077606,google,organic,(none),/lp/demo-gratis,37,2023-04-04,0,
LEAD-001220,ACC-00689,contato1219@almeidamoura.net.br,paid_search,SES-00081836,google,cpc,google_branded_2023,/lp/roi-calculator,34,2023-04-04,0,
LEAD-001221,ACC-00765,contato1220@moreirateixe.com.br,organic_search,SES-00035789,google,organic,,/lp/demo-gratis,20,2023-04-04,0,
LEAD-001222,ACC-00905,contato1221@vasconcelos.com.br,organic_search,SES-00118676,google,organic,(not set),/lp/demo-gratis,41,2023-04-04,0,
LEAD-001223,ACC-00392,contato1222@duarteolivei.com.br,email_marketing,SES-00107746,email,email,email_reengajamento_q2_2023,/webinar/integracao-erp-ao-vivo,31,2023-04-04,0,
LEAD-001224,ACC-00375,contato1223@vargascardos.com.br,organic_search,SES-00060814,google,organic,,/lp/demo-gratis,39,2023-04-04,0,
LEAD-001225,ACC-01793,contato1224@albuquerque.net.br,paid_search,SES-00118016,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,23,2023-04-04,0,
LEAD-001226,ACC-00569,contato1225@ferreiraltda.com.br,organic_search,SES-00107574,google,organic,(none),/lp/demo-gratis,54,2023-04-04,0,
LEAD-001227,ACC-01902,contato1226@darochas/a.com.br,meta_ads,SES-00054232,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,55,2023-04-04,0,
LEAD-001228,ACC-00542,contato1227@nuness.a..com.br,organic_search,SES-00047518,google,organic,,/lp/demo-gratis,29,2023-04-04,0,
LEAD-001229,ACC-01672,contato1228@dasnevesltda.com.br,paid_search,SES-00010811,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,38,2023-04-04,0,
LEAD-001230,ACC-01217,contato1229@viana.org.br,email_marketing,SES-00036506,email,email,email_reengajamento_q2_2023,/webinar/integracao-erp-ao-vivo,34,2023-04-04,0,
LEAD-001231,ACC-01026,contato1230@nascimento.org.br,paid_search,SES-00014457,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,51,2023-04-04,0,
LEAD-001232,ACC-00461,contato1231@freitas.org.br,meta_ads,SES-00017501,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,50,2023-04-04,0,
LEAD-001233,ACC-01364,contato1232@sousa.com.br,paid_search,SES-00096603,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,41,2023-04-05,0,
LEAD-001234,ACC-00513,contato1233@nogueira.com.br,paid_search,SES-00025171,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,35,2023-04-05,0,
LEAD-001235,ACC-00222,contato1234@novais.com.br,linkedin_ads,SES-00129649,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,52,2023-04-05,0,
LEAD-001236,ACC-00183,contato1235@campos.org.br,organic_search,SES-00059602,google,organic,(not set),/lp/demo-gratis,32,2023-04-05,0,
LEAD-001237,ACC-00424,contato1236@vargas.com.br,organic_search,SES-00019460,google,organic,,/lp/demo-gratis,20,2023-04-05,0,
LEAD-001238,ACC-01601,contato1237@correias/a.com.br,organic_search,SES-00102174,google,organic,(not set),/lp/demo-gratis,39,2023-04-05,0,
LEAD-001239,ACC-01110,contato1238@rodriguesfre.net.br,webinar_evento,SES-00015205,webinar,evento,black_friday_2023,/lp/demo-gratis,18,2023-04-05,0,
LEAD-001240,ACC-00059,contato1239@barbosa-ei.net.br,organic_search,SES-00104311,google,organic,(none),/lp/demo-gratis,15,2023-04-05,0,
LEAD-001241,ACC-00552,contato1240@britoltda..org.br,organic_search,SES-00070622,google,organic,(not set),/lp/demo-gratis,28,2023-04-05,0,
LEAD-001242,ACC-01650,contato1241@moreira.com.br,webinar_evento,SES-00143634,webinar,evento,black_friday_2023,/lp/demo-gratis,38,2023-04-05,0,
LEAD-001243,ACC-01068,contato1242@ribeiro.com.br,paid_search,SES-00123096,google,cpc,google_branded_2023,/lp/roi-calculator,33,2023-04-05,0,
LEAD-001244,ACC-00760,contato1243@martinsdaros.net.br,email_marketing,SES-00090955,email,email,newsletter_mensal_04_2023,/webinar/integracao-erp-ao-vivo,25,2023-04-05,0,
LEAD-001245,ACC-00366,contato1244@rios.org.br,paid_search,SES-00112345,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,31,2023-04-05,0,
LEAD-001246,ACC-00690,contato1245@cardosoferna.net.br,paid_search,SES-00067873,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,26,2023-04-05,0,
LEAD-001247,ACC-01815,contato1246@pastor.com.br,paid_search,SES-00081875,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,34,2023-04-05,0,
LEAD-001248,ACC-01453,contato1247@cavalcanti.com.br,direct,SES-00009256,(direct),(none),(direct),/lp/comparativo-erp,28,2023-04-05,0,
LEAD-001249,ACC-00519,contato1248@vasconcelos.com.br,webinar_evento,SES-00014823,webinar,evento,evento_crm_gestores_q2,/lp/demo-gratis,34,2023-04-05,0,
LEAD-001250,ACC-00489,contato1249@dias.net.br,meta_ads,SES-00080079,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,27,2023-04-05,0,
LEAD-001251,ACC-01150,contato1250@silveira-ei.com.br,linkedin_ads,SES-00093098,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,60,2023-04-05,0,
LEAD-001252,ACC-01542,contato1251@vargas.com.br,organic_search,SES-00020746,google,organic,(none),/lp/demo-gratis,36,2023-04-05,0,
LEAD-001253,ACC-01139,contato1252@correiacâmar.net.br,webinar_evento,SES-00003907,webinar,evento,bf-23,/lp/demo-gratis,46,2023-04-05,0,
LEAD-001254,ACC-01516,contato1253@cavalcantis..net.br,webinar_evento,SES-00080247,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,33,2023-04-05,0,
LEAD-001255,ACC-01788,contato1254@fogaças/a.com.br,meta_ads,SES-00076691,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,42,2023-04-05,0,
LEAD-001256,ACC-01070,contato1255@albuquerques.com.br,email_marketing,SES-00121730,email,email,email_reengajamento_q2_2023,/webinar/integracao-erp-ao-vivo,29,2023-04-05,0,
LEAD-001257,ACC-01825,contato1256@sampaioefilh.com.br,webinar_evento,SES-00058681,webinar,evento,campanha_natal_2023,/lp/demo-gratis,40,2023-04-05,0,
LEAD-001258,ACC-00841,contato1257@caldeiragome.com.br,linkedin_ads,SES-00067009,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,32,2023-04-06,0,
LEAD-001259,ACC-01666,contato1258@saless.a..net.br,paid_search,SES-00067953,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,19,2023-04-06,0,
LEAD-001260,ACC-01853,contato1259@rios.net.br,paid_search,SES-00090529,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,36,2023-04-06,0,
LEAD-001261,ACC-00993,contato1260@sampaio.com.br,meta_ads,SES-00085936,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,34,2023-04-06,0,
LEAD-001262,ACC-01753,contato1261@albuquerque.org.br,organic_search,SES-00093864,google,organic,(none),/lp/demo-gratis,24,2023-04-06,0,
LEAD-001263,ACC-00605,contato1262@aragãogonçal.com.br,organic_search,SES-00093304,google,organic,(none),/lp/demo-gratis,36,2023-04-06,0,
LEAD-001264,ACC-01203,contato1263@porto.net.br,paid_search,SES-00062588,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,38,2023-04-06,0,
LEAD-001265,ACC-00245,contato1264@machado-ei.net.br,paid_search,SES-00137900,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,30,2023-04-06,0,
LEAD-001266,ACC-00505,contato1265@vieira.com.br,paid_search,SES-00120653,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,32,2023-04-06,0,
LEAD-001267,ACC-00867,contato1266@leãonogueira.com.br,meta_ads,SES-00142485,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,56,2023-04-06,0,
LEAD-001268,ACC-01196,contato1267@freitass/a.com.br,paid_search,SES-00094228,google,cpc,google_branded_2023,/lp/roi-calculator,59,2023-04-06,0,
LEAD-001269,ACC-01461,contato1268@caldeira.net.br,paid_search,SES-00100952,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,39,2023-04-06,0,
LEAD-001270,ACC-01395,contato1269@dasnevess/a.com.br,webinar_evento,SES-00039591,webinar,evento,evento_crm_gestores_q2,/lp/demo-gratis,35,2023-04-06,0,
LEAD-001271,ACC-00576,contato1270@carvalho.com.br,paid_search,SES-00061897,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,19,2023-04-06,0,
LEAD-001272,ACC-00509,contato1271@araújo.com.br,webinar_evento,SES-00127130,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,17,2023-04-06,0,
LEAD-001273,ACC-00674,contato1272@damotadamota.org.br,meta_ads,SES-00135793,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,53,2023-04-06,0,
LEAD-001274,ACC-01198,contato1273@vasconcelos.com.br,webinar_evento,SES-00020069,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,16,2023-04-06,0,
LEAD-001275,ACC-01237,contato1274@novaes.com.br,paid_search,SES-00063077,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,21,2023-04-06,0,
LEAD-001276,ACC-01878,contato1275@costa.com.br,direct,SES-00006602,(direct),(none),(not set),/lp/comparativo-erp,34,2023-04-06,0,
LEAD-001277,ACC-01388,contato1276@riosltda..org.br,meta_ads,SES-00087371,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,58,2023-04-06,0,
LEAD-001278,ACC-00455,contato1277@cardoso.com.br,meta_ads,SES-00074787,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,40,2023-04-06,0,
LEAD-001279,ACC-00734,contato1278@camargo.com.br,linkedin_ads,SES-00078966,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,52,2023-04-06,0,
LEAD-001280,ACC-00402,contato1279@novais.org.br,webinar_evento,SES-00067568,webinar,evento,campanha_natal_2023,/lp/demo-gratis,46,2023-04-06,0,
LEAD-001281,ACC-01320,contato1280@pastors.a..com.br,paid_search,SES-00095472,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,28,2023-04-06,0,
LEAD-001282,ACC-00121,contato1281@nuness.a..net.br,organic_search,SES-00033344,google,organic,(not set),/lp/demo-gratis,47,2023-04-06,0,
LEAD-001283,ACC-00525,contato1282@abreultda..com.br,linkedin_ads,SES-00014743,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,26,2023-04-07,0,
LEAD-001284,ACC-00604,contato1283@dacunha.org.br,email_marketing,SES-00051215,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,55,2023-04-07,0,
LEAD-001285,ACC-01905,contato1284@sá.com.br,meta_ads,SES-00106920,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,34,2023-04-07,0,
LEAD-001286,ACC-01613,contato1285@melo.org.br,meta_ads,SES-00041198,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,46,2023-04-07,0,
LEAD-001287,ACC-00910,contato1286@rezende.com.br,direct,SES-00024118,(direct),(none),(direct),/lp/comparativo-erp,33,2023-04-07,0,
LEAD-001288,ACC-00348,contato1287@freitas.com.br,organic_search,SES-00115282,google,organic,,/lp/demo-gratis,39,2023-04-07,0,
LEAD-001289,ACC-00544,contato1288@vieira-me.com.br,organic_search,SES-00078437,google,organic,,/lp/demo-gratis,43,2023-04-07,0,
LEAD-001290,ACC-01709,contato1289@pimentamonte.net.br,organic_search,SES-00025576,google,organic,(not set),/lp/demo-gratis,41,2023-04-07,0,
LEAD-001291,ACC-01734,contato1290@costacavalca.com.br,meta_ads,SES-00114432,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,50,2023-04-07,0,
LEAD-001292,ACC-01342,contato1291@câmara.org.br,direct,SES-00057941,(direct),(none),(direct),/lp/comparativo-erp,20,2023-04-07,0,
LEAD-001293,ACC-00725,contato1292@barrosefilho.com.br,organic_search,SES-00143218,google,organic,(none),/lp/demo-gratis,42,2023-04-07,0,
LEAD-001294,ACC-01684,contato1293@camposefilho.com.br,email_marketing,SES-00114400,email,email,email_reengajamento_q2_2023,/webinar/integracao-erp-ao-vivo,34,2023-04-07,0,
LEAD-001295,ACC-00625,contato1294@araújo-me.net.br,paid_search,SES-00081833,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,31,2023-04-07,0,
LEAD-001296,ACC-00713,contato1295@correiajesus.net.br,organic_search,SES-00139125,google,organic,(not set),/lp/demo-gratis,51,2023-04-07,0,
LEAD-001297,ACC-00743,contato1296@souza.net.br,linkedin_ads,SES-00139739,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,26,2023-04-07,0,
LEAD-001298,ACC-00327,contato1297@barross/a.com.br,linkedin_ads,SES-00097323,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,36,2023-04-07,0,
LEAD-001299,ACC-00615,contato1298@britos.a..org.br,linkedin_ads,SES-00129421,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,18,2023-04-07,0,
LEAD-001300,ACC-01460,contato1299@mendonça.com.br,meta_ads,SES-00074981,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,32,2023-04-07,0,
LEAD-001301,ACC-00553,contato1300@machadofreit.com.br,webinar_evento,SES-00004073,webinar,evento,campanha_natal_2023,/lp/demo-gratis,50,2023-04-07,0,
LEAD-001302,ACC-00609,contato1301@limaefilhos.net.br,paid_search,SES-00056686,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,28,2023-04-07,0,
LEAD-001303,ACC-01211,contato1302@borges-me.org.br,paid_search,SES-00095713,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,27,2023-04-08,0,
LEAD-001304,ACC-01591,contato1303@vargas-ei.com.br,linkedin_ads,SES-00131663,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,31,2023-04-08,0,
LEAD-001305,ACC-01495,contato1304@montenegro.net.br,linkedin_ads,SES-00087946,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,29,2023-04-08,0,
LEAD-001306,ACC-01016,contato1305@caldeiraltda.com.br,organic_search,SES-00120456,google,organic,,/lp/demo-gratis,32,2023-04-08,0,
LEAD-001307,ACC-01413,contato1306@vieiras/a.com.br,paid_search,SES-00135485,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,24,2023-04-08,0,
LEAD-001308,ACC-00461,contato1307@freitas.org.br,linkedin_ads,SES-00117053,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,11,2023-04-09,0,
LEAD-001309,ACC-01401,contato1308@freitas.com.br,meta_ads,SES-00101521,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,45,2023-04-09,0,
LEAD-001310,ACC-00288,contato1309@dacostacalde.org.br,linkedin_ads,SES-00134515,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,31,2023-04-09,0,
LEAD-001311,ACC-00833,contato1310@novaes.net.br,organic_search,SES-00063833,google,organic,,/lp/demo-gratis,28,2023-04-09,0,
LEAD-001312,ACC-01054,contato1311@mendonçadaco.com.br,direct,SES-00133643,(direct),(none),(direct),/lp/comparativo-erp,40,2023-04-09,0,
LEAD-001313,ACC-00990,contato1312@fonseca.com.br,webinar_evento,SES-00013391,webinar,evento,campanha-natal-2023,/lp/demo-gratis,40,2023-04-09,0,
LEAD-001314,ACC-00334,contato1313@mouraltda..com.br,paid_search,SES-00063388,google,cpc,google_branded_2023,/lp/roi-calculator,37,2023-04-10,0,
LEAD-001315,ACC-00566,contato1314@camargo.com.br,paid_search,SES-00096410,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,37,2023-04-10,0,
LEAD-001316,ACC-01073,contato1315@siqueiras/a.com.br,organic_search,SES-00096598,google,organic,,/lp/demo-gratis,37,2023-04-10,0,
LEAD-001317,ACC-00862,contato1316@damota.com.br,organic_search,SES-00114329,google,organic,,/lp/demo-gratis,23,2023-04-10,0,
LEAD-001318,ACC-00658,contato1317@dias.com.br,organic_search,SES-00067632,google,organic,,/lp/demo-gratis,34,2023-04-10,0,
LEAD-001319,ACC-00109,contato1318@mendes.net.br,paid_search,SES-00017208,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,31,2023-04-10,0,
LEAD-001320,ACC-00739,contato1319@andrade.com.br,paid_search,SES-00103099,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,48,2023-04-10,0,
LEAD-001321,ACC-01604,contato1320@cavalcantes..com.br,organic_search,SES-00119149,google,organic,(not set),/lp/demo-gratis,53,2023-04-10,0,
LEAD-001322,ACC-01013,contato1321@cirinoalmeid.com.br,paid_search,SES-00107538,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,34,2023-04-10,0,
LEAD-001323,ACC-00999,contato1322@novais.com.br,organic_search,SES-00124829,google,organic,(none),/lp/demo-gratis,33,2023-04-10,0,
LEAD-001324,ACC-00734,contato1323@camargo.com.br,meta_ads,SES-00107421,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,17,2023-04-10,0,
LEAD-001325,ACC-01562,contato1324@novaisribeir.com.br,organic_search,SES-00129418,google,organic,(none),/lp/demo-gratis,44,2023-04-10,0,
LEAD-001326,ACC-01753,contato1325@albuquerque.org.br,webinar_evento,SES-00007781,webinar,evento,evento_crm_gestores_q2,/lp/demo-gratis,39,2023-04-10,0,
LEAD-001327,ACC-01732,contato1326@gonçalvess.a.com.br,organic_search,SES-00030057,google,organic,,/lp/demo-gratis,35,2023-04-10,0,
LEAD-001328,ACC-00807,contato1327@fonseca.org.br,meta_ads,SES-00081989,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,22,2023-04-10,0,
LEAD-001329,ACC-00163,contato1328@martinsefilh.com.br,direct,SES-00144984,(direct),(none),(direct),/lp/comparativo-erp,43,2023-04-10,0,
LEAD-001330,ACC-01278,contato1329@dacunhaefilh.net.br,linkedin_ads,SES-00147085,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,53,2023-04-10,0,
LEAD-001331,ACC-01562,contato1330@novaisribeir.com.br,organic_search,SES-00141162,google,organic,(none),/lp/demo-gratis,36,2023-04-10,0,
LEAD-001332,ACC-01259,contato1331@siqueira.com.br,linkedin_ads,SES-00139318,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,17,2023-04-10,0,
LEAD-001333,ACC-00831,contato1332@silva.com.br,paid_search,SES-00103589,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,20,2023-04-10,0,
LEAD-001334,ACC-00950,contato1333@sá.com.br,organic_search,SES-00141801,google,organic,,/lp/demo-gratis,31,2023-04-10,0,
LEAD-001335,ACC-01443,contato1334@silvacorreia.com.br,webinar_evento,SES-00000179,webinar,evento,campanha-natal-2023,/lp/demo-gratis,46,2023-04-11,0,
LEAD-001336,ACC-00250,contato1335@marques.org.br,linkedin_ads,SES-00032432,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,26,2023-04-11,0,
LEAD-001337,ACC-01780,contato1336@porto.net.br,webinar_evento,SES-00062752,webinar,evento,black_friday_2023,/lp/demo-gratis,42,2023-04-11,0,
LEAD-001338,ACC-01599,contato1337@darosa.com.br,paid_search,SES-00052853,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,50,2023-04-11,0,
LEAD-001339,ACC-00158,contato1338@darocha.net.br,paid_search,SES-00085562,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,37,2023-04-11,0,
LEAD-001340,ACC-00509,contato1339@araújo.com.br,paid_search,SES-00057897,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,37,2023-04-11,0,
LEAD-001341,ACC-01515,contato1340@souza.com.br,linkedin_ads,SES-00133245,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,36,2023-04-11,0,
LEAD-001342,ACC-00764,contato1341@rezende.com.br,meta_ads,SES-00035076,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,37,2023-04-11,0,
LEAD-001343,ACC-00264,contato1342@damatasampai.org.br,linkedin_ads,SES-00045220,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,28,2023-04-11,0,
LEAD-001344,ACC-01815,contato1343@pastor.com.br,meta_ads,SES-00044187,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,45,2023-04-11,0,
LEAD-001345,ACC-00284,contato1344@caldeira.org.br,meta_ads,SES-00087697,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,17,2023-04-11,0,
LEAD-001346,ACC-01955,contato1345@sales.com.br,linkedin_ads,SES-00028440,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,47,2023-04-11,0,
LEAD-001347,ACC-01821,contato1346@leãodacruzs..org.br,direct,SES-00145420,(direct),(none),,/lp/comparativo-erp,14,2023-04-11,0,
LEAD-001348,ACC-00188,contato1347@pastor.com.br,organic_search,SES-00008583,google,organic,,/lp/demo-gratis,47,2023-04-11,0,
LEAD-001349,ACC-01870,contato1348@damataviana-.org.br,organic_search,SES-00030592,google,organic,(none),/lp/demo-gratis,36,2023-04-11,0,
LEAD-001350,ACC-00867,contato1349@leãonogueira.com.br,meta_ads,SES-00121355,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,54,2023-04-11,0,
LEAD-001351,ACC-00738,contato1350@andrade.com.br,linkedin_ads,SES-00126807,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,48,2023-04-11,0,
LEAD-001352,ACC-00850,contato1351@garcias.a..com.br,organic_search,SES-00148585,google,organic,(not set),/lp/demo-gratis,25,2023-04-11,0,
LEAD-001353,ACC-01463,contato1352@azevedo-me.com.br,paid_search,SES-00073407,google,cpc,google_branded_2023,/lp/roi-calculator,22,2023-04-11,0,
LEAD-001354,ACC-01188,contato1353@souza.com.br,linkedin_ads,SES-00140383,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,30,2023-04-11,0,
LEAD-001355,ACC-01036,contato1354@almeida.com.br,organic_search,SES-00085398,google,organic,(not set),/lp/demo-gratis,53,2023-04-11,0,
LEAD-001356,ACC-01207,contato1355@novaes.com.br,paid_search,SES-00131193,google,cpc,google_branded_2023,/lp/roi-calculator,38,2023-04-11,0,
LEAD-001357,ACC-00839,contato1356@monteiroabre.org.br,organic_search,SES-00093314,google,organic,(none),/lp/demo-gratis,36,2023-04-11,0,
LEAD-001358,ACC-00558,contato1357@dias.net.br,webinar_evento,SES-00037394,webinar,evento,campanha_natal_2023,/lp/demo-gratis,47,2023-04-12,0,
LEAD-001359,ACC-00384,contato1358@mendes.org.br,paid_search,SES-00054887,google,cpc,google_branded_2023,/lp/roi-calculator,46,2023-04-12,0,
LEAD-001360,ACC-00007,contato1359@teixeirafern.com.br,organic_search,SES-00149658,google,organic,(not set),/lp/demo-gratis,12,2023-04-12,0,
LEAD-001361,ACC-01085,contato1360@abreu.com.br,direct,SES-00005584,(direct),(none),(direct),/lp/comparativo-erp,51,2023-04-12,0,
LEAD-001362,ACC-00449,contato1361@marquessouza.org.br,paid_search,SES-00046269,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,29,2023-04-12,0,
LEAD-001363,ACC-01400,contato1362@riosltda..com.br,email_marketing,SES-00037503,email,email,campanha_email_04-2023,/webinar/integracao-erp-ao-vivo,25,2023-04-12,0,
LEAD-001364,ACC-00751,contato1363@freitasmendo.org.br,linkedin_ads,SES-00038669,linkedin,paid_social,linkedin_prospecao_q2_2023,/lp/comparativo-erp,44,2023-04-12,0,
LEAD-001365,ACC-00524,contato1364@sousagomeslt.org.br,linkedin_ads,SES-00098834,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,29,2023-04-12,0,
LEAD-001366,ACC-00511,contato1365@mouras/a.org.br,organic_search,SES-00066037,google,organic,(none),/lp/demo-gratis,17,2023-04-12,0,
LEAD-001367,ACC-01107,contato1366@lima.com.br,paid_search,SES-00000810,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,37,2023-04-12,0,
LEAD-001368,ACC-01998,contato1367@novaes.com.br,linkedin_ads,SES-00025895,linkedin,paid_social,linkedin_prospeccao_q2_2023,/lp/comparativo-erp,35,2023-04-12,0,
LEAD-001369,ACC-01058,contato1368@nogueiraferr.com.br,paid_search,SES-00047965,google,cpc,pesquisa_concorrentes_q2_2023,/lp/roi-calculator,14,2023-04-12,0,
LEAD-001370,ACC-00029,contato1369@porto.net.br,meta_ads,SES-00074346,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,38,2023-04-12,0,
LEAD-001371,ACC-00855,contato1370@dacosta.com.br,paid_search,SES-00062147,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,47,2023-04-12,0,
LEAD-001372,ACC-00385,contato1371@barbosa.net.br,paid_search,SES-00144734,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,27,2023-04-12,0,
